Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
25.129.4,False,False,964,American Decorative Arts,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/964,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
25.129.5,False,False,965,American Decorative Arts,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/965,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
25.129.6,False,False,966,American Decorative Arts,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/966,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
25.129.7,False,False,967,American Decorative Arts,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/967,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
25.129.8,False,False,968,American Decorative Arts,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/968,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
25.129.9,False,False,969,American Decorative Arts,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/969,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
66.130a–e,False,True,970,American Decorative Arts,Brandy Warmer,Brandy Warmer,American,,,,,Maker,,Gerardus Boyce,1795/96–1880,,"Boyce, Gerardus",,1795      ,1880      ,1840–57,1840,1857,Silver,"Overall: 5 3/8 x 3 in. (13.7 x 7.6 cm); 16 oz. 5 dwt. (505.2 g)
Base: Diam. 2 7/8 in. (2 7/8 in.)","Purchase, Rogers Fund, 1966",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/970,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
30.120.156,False,False,971,American Decorative Arts,Brazier,Brazier,,,,,,,,,,,,,,,1700–1800,1700,1800,"Gilt tin, wood",25 3/4 x 6 in. (65.4 x 15.2 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/971,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
31.127.2,False,True,972,American Decorative Arts,Brazier,Brazier,,,,,,,,,,,,,,,1700–1800,1700,1800,"Copper, iron, wood",6 1/4 x 16 1/2 in. (15.9 x 41.9 cm),"Gift of Mrs. Robert W. de Forest, 1931",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/972,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.238,False,True,973,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/973,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.239,False,True,974,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,H. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/974,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.74,False,True,975,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/975,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.75,False,True,976,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/976,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.76,False,True,977,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/977,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.77,False,True,978,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/978,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.78,False,True,979,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/979,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.79,False,True,980,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/980,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.80,False,True,981,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/981,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.81,False,True,982,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/982,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.82,False,True,983,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/983,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.83,False,True,984,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/984,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.84,False,True,985,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/985,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.85,False,True,986,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/986,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.86,False,True,987,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/987,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.87,False,True,988,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/988,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.88,False,True,989,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/989,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.89,False,True,990,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/990,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.90,False,True,991,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/991,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.91,False,True,992,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/992,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.92,False,True,993,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/993,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.93,False,True,994,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/994,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.94,False,True,995,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/995,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.95,False,True,996,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/996,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.96,False,True,997,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/997,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.97,False,True,998,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/998,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.98,False,True,999,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/999,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.99,False,True,1000,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1000,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.100,False,True,1001,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1001,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.101,False,True,1002,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1002,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.102,False,True,1003,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1003,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.103,False,True,1004,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1004,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.104,False,True,1005,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1005,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.105,False,True,1006,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1006,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.106,False,True,1007,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1007,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.107,False,True,1008,American Decorative Arts,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1008,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1980.462.1,False,True,1009,American Decorative Arts,Bread plate,Bread Plate,,,,,,,,,,,,,,,1870–90,1870,1890,Pressed glass,W. 13 in. (33 cm),"Anonymous Gift, 1980",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1009,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1980.507,False,True,1010,American Decorative Arts,Bread plate,Bread Plate,,,,,,,,,,,,,,,ca. 1880,1877,1880,Pressed glass,Diam. 11 in. (27.9 cm),"Gift of Mrs. Phyliss E. Hanson, 1980",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1010,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1984.220,False,True,1011,American Decorative Arts,Bread plate,Bread Plate,American,,,,,Maker,,"Griffen, Smith and Hill",1880–1889,,"Griffen, Smith and Hill ",,1880      ,1889      ,1880–89,1880,1889,Earthenware,H. 9 1/2 in. (24.1 cm); Diam. 12 in. (30.5 cm),"Gift of Beatrice B. Slater, 1984",Made in,Philadelphia,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1011,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1986.241,False,False,1012,American Decorative Arts,Bread plate,Bread Plate,British (American market),,,,,Designer|Manufacturer,Designed by|Manufactured by,Augustus Welby Northmore Pugin|Minton and Company,"British, London 1812–1852 Ramsgate|1793–present",,"Pugin, Augustus Welby Northmore|Minton and Company ",British,1812      |1793      ,1852      |2002      ,ca. 1850,1847,1850,Earthenware,Diam. 13 in. (33 cm),"Friends of the American Wing Fund, 1986",Made in,Stoke-on-Trent,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1012,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1978.501.8,False,False,1013,American Decorative Arts,Bread plate,Bread Plate,"American, Japanese",,,,,Designer|Manufacturer,Designed by|Manufactured by,Frank Lloyd Wright|Noritake,"American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona|1904–present",,"Wright, Frank Lloyd|Noritake ",American,1867      |1904      ,1959      |2050      ,ca. 1922,1919,1922,Porcelain,Diam. 6 3/8 in. (16.2 cm),"Gift of Mr. and Mrs. Roger G. Kennedy, 1978",Made in,,,,Japan,,,,,,,Ceramics,"© 2017 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/1013,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1978.501.9,False,False,1014,American Decorative Arts,Bread plate,Bread Plate,"American, Japanese",,,,,Manufacturer|Designer,Manufactured by|Designed by,Noritake|Frank Lloyd Wright,"1904–present|American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona",,"Noritake |Wright, Frank Lloyd",American,1904      |1867      ,2050      |1959      ,ca. 1922,1919,1922,Porcelain,Diam. 6 3/8 in. (16.2 cm),"Gift of Mr. and Mrs. Roger G. Kennedy, 1978",Made in,,,,Japan,,,,,,,Ceramics,"© 2017 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/1014,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
13.223.10,False,True,1015,American Decorative Arts,Brick,Brick,American,,,,,,,,,,,,,,1770–1800,1770,1800,Probably earthenware,8 1/8 x 4 1/8 x 2 1/8 in. (20.6 x 10.5 x 5.4 cm),"Gift of Frederick W. Hunter, 1913",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1015,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
13.223.11,False,True,1016,American Decorative Arts,Brick,Brick,American,,,,,,,,,,,,,,1770–1800,1770,1800,Probably earthenware,8 1/8 x 4 1/8 x 2 1/8 in. (20.6 x 10.5 x 5.4 cm),"Gift of Frederick W. Hunter, 1913",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1016,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"34.100.32a, b",False,True,1017,American Decorative Arts,Bride box,Bride Box,European,,,,,,,,,,,,,,1787 (?),1787,1787,Cedar,7 1/2 x 18 3/4 x 11 3/4 in. (19.1 x 47.6 x 29.8 cm),"Gift of Mrs. Robert W. de Forest, 1933",,,,,,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1017,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"34.100.35a, b",False,True,1018,American Decorative Arts,Bride box,Bride Box,European,,,,,,,,,,,,,,1700–1800,1700,1800,Cedar,6 1/2 x 17 x 10 7/8 in. (16.5 x 43.2 x 27.6 cm),"Gift of Mrs. Robert W. de Forest, 1933",,,,,,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1018,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"34.100.36a, b",False,True,1019,American Decorative Arts,Bride box,Bride Box,American,,,,,,,,,,,,,,1770–1800,1770,1800,Cedar,7 x 17 1/4 x 10 3/4 in. (17.8 x 43.8 x 27.3 cm),"Gift of Mrs. Robert W. de Forest, 1933",Probably made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1019,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"34.100.37a, b",False,True,1020,American Decorative Arts,Bride box,Bride Box,European,,,,,,,,,,,,,,ca. 1780,1777,1780,Cedar,6 1/2 x 17 1/8 x 10 7/8 in. (16.5 x 43.5 x 27.6 cm),"Gift of Mrs. Robert W. de Forest, 1933",,,,,,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1020,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"34.100.42a, b",False,True,1021,American Decorative Arts,Bride box,Bride Box,European,,,,,,,,,,,,,,ca. 1780,1777,1780,Cedar,5 1/4 x 13 x 7 3/8 in. (13.3 x 33 x 18.7 cm),"Gift of Mrs. Robert W. de Forest, 1933",,,,,,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1021,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"69.198a, b",False,True,1022,American Decorative Arts,Bride box,Bride Box,American,,,,,,,,,,,,,,1820–25,1820,1825,Pine,8 1/4 x 19 3/16 x 12 in. (21 x 48.7 x 30.5 cm),"Rogers Fund, 1969",Made in,,Lancaster County,Lancaster County,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/1022,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
43.156.12a–c,False,False,1023,American Decorative Arts,Brooch,Brooch,American,,,,,,,,,,,,,,1905–15,1905,1915,"Diamonds, emeralds, platinum",1 5/16 x 1 3/4 in. (3.3 x 4.4 cm),"Gift of Susan Dwight Bliss, 1943",Made in,New York,,,United States,,,,,,,Jewelry,,http://www.metmuseum.org/art/collection/search/1023,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
57.123,False,False,1024,American Decorative Arts,Brooch,Brooch,Venezuelan,,,,,,,,,,,,,,1900–1957,1900,1957,"Gold, pearl",2 1/8 x 3 1/2 in. (5.4 x 8.9 cm),"Gift of Dr. Armando Mencia de Armas, 1957",Made in,,,,Venezuela,,,,,,,Jewelry,,http://www.metmuseum.org/art/collection/search/1024,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
53.153.1,False,False,1025,American Decorative Arts,Brooch,Brooch,American,,,,,Maker,Probably,Tiffany & Co.,1837–present,,Tiffany & Co.,,1837      ,9999      ,ca. 1900,1897,1903,"Emerald, diamonds, platinum",1 1/4 x 1 3/4 in. (3.2 x 4.4 cm),"Gift of Susan Dwight Bliss, 1953",,,,,,,,,,,,Jewelry,,http://www.metmuseum.org/art/collection/search/1025,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
53.153.2,False,False,1026,American Decorative Arts,Brooch,Brooch,American,,,,,Maker,Probably,Tiffany & Co.,1837–present,,Tiffany & Co.,,1837      ,9999      ,ca. 1910,1907,1913,"Diamonds, pearls, platinum",1 1/8 x 2 3/8 in. (2.9 x 6 cm),"Gift of Susan Dwight Bliss, 1953",Made in,New York,,,United States,,,,,,,Jewelry,,http://www.metmuseum.org/art/collection/search/1026,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
67.35.2,False,True,1027,American Decorative Arts,Brooch,Brooch,American,,,,,Maker,,Unger Brothers,1872–1919,,Unger Brothers,,1872      ,1919      ,ca. 1900,1900,1905,Silver,11/16 x 2 7/16 x 2 5/8 in. (1.7 x 6.2 x 6.7 cm); 2 dwt. (28.7 g),"Gift of Ronald S. Kane, 1967",Made in,Newark,,,United States,,,,,,,Jewelry,,http://www.metmuseum.org/art/collection/search/1027,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
